-0.330371,7.53662,8.66994,1
-1.29255,8.6009,8.30641,1
0.589452,-1.93485,3.52,2
0.714251,2.70218,1.31255,3
-0.11593,7.23181,7.95014,1
1.81654,-2.70934,1.41836,2
-1.01992,-1.40691,2.9625,2
-1.77681,6.40437,10.2415,1
0.127386,6.03677,9.66599,1
-0.949267,7.94262,9.22741,1
-0.360343,3.96212,3.47487,3
1.3924,-0.481287,1.87539,2
0.0948739,-1.31329,4.56347,2
-2.49423,8.07461,8.85102,1
-1.26001,7.56711,10.0754,1
1.45965,5.30053,1.50547,3
1.53425,0.648409,3.02269,2
1.74863,-1.67214,3.50471,2
0.816843,-1.93487,2.34561,2
0.862995,5.64224,2.40106,3
1.17488,4.15798,1.83615,3
1.65167,-1.73295,2.06656,2
2.08947,4.29826,0.755796,3
0.814521,-0.665666,2.78067,2
2.17653,-3.07198,1.97065,2
-0.974881,8.51492,8.53145,1
1.63077,4.76512,0.400676,3
0.846025,-0.00164292,1.61531,2
1.11501,-0.648522,3.18295,2
-1.61789,7.53745,11.023,1
-1.07047,7.68632,9.79486,1
0.0364646,4.86013,0.593097,3
-1.01478,9.39958,8.97136,1
2.95027,-0.0823396,3.11601,2
-3.32413,8.33789,9.77809,1
0.698927,3.83165,1.86994,3
1.60847,3.75413,2.57639,3
0.231884,7.93145,9.57793,1
0.615675,8.442,9.65279,1
-1.6593,8.26132,8.75543,1
-1.90317,7.85137,7.84014,1
0.714598,4.12441,1.3625,3
-3.89785,7.57391,10.7158,1
2.35801,-0.0338825,2.16022,2
-0.841787,-1.49731,0.864206,2
-1.86805,7.77824,9.03436,1
1.94275,4.1699,1.4795,3
1.04913,4.28523,2.1553,3
-1.43085,8.66387,8.41089,1
2.2624,5.17556,1.06931,3
-1.21532,9.31574,8.58993,1
0.158049,4.3865,0.764209,3
-1.77222,7.69191,9.87814,1
-0.874731,8.04114,10.2434,1
0.929141,3.40786,3.25734,3
2.99923,-2.14707,3.07419,2
0.667206,-2.07693,3.39775,2
2.09702,-2.52891,2.55293,2
0.914485,-1.78411,3.08309,2
-0.377725,-3.16488,2.22804,2
-1.91738,9.15695,6.82474,0
1.00971,4.98435,0.491771,3
1.22474,-4.74903,3.47813,0
0.64424,4.00769,-0.163093,3
2.81996,5.82929,0.609732,3
-2.11752,9.43034,8.94239,1
0.706227,-1.6993,2.9754,2
1.79471,4.70594,2.17332,3
-1.67276,8.46072,10.0431,1
-0.918957,7.61142,10.1561,1
1.81023,3.66138,1.95525,3
-1.70206,8.84947,9.76894,1
1.38121,-1.01768,2.87489,2
-0.307153,10.1825,9.70716,1
0.63526,-2.36859,3.53007,2
-2.97412,6.20939,8.54008,1
2.02228,4.40543,2.61543,3
-0.781987,7.60273,8.69104,1
1.28875,-2.12639,2.47022,2
1.37486,3.25061,1.41579,3
2.00841,4.84374,-0.195994,3
0.778678,-2.46697,2.48724,2
-0.195296,-3.77836,2.93308,2
2.02386,3.87989,-1.4595,0
0.938005,0.144158,1.91496,2
-3.37038,6.96882,9.10828,1
-1.56442,9.24982,7.87672,1
-0.619564,7.73115,9.63893,1
-1.96117,7.21958,10.3726,1
1.9756,4.34396,2.56374,3
0.0528789,7.1804,10.1753,1
-1.3189,8.05464,9.0263,1
-1.01653,7.6502,9.10022,1
0.641658,-0.984196,3.25352,2
-3.45041,6.26958,8.87358,1
0.142592,-0.590338,3.5843,2
1.91617,4.91018,2.05703,3
-2.17228,7.20662,11.3027,1
1.05525,5.10987,2.57437,3
-0.89851,9.62222,8.66195,1
-0.588939,6.46497,9.90857,1
0.792473,-1.19743,2.73669,2
-0.749116,4.66304,2.9372,3
-2.1759,7.03635,10.1832,1
1.2248,4.27254,1.91579,3
1.92346,-0.98943,3.40329,2
-0.530308,8.33655,10.3254,1
-0.274616,5.22904,1.15048,3
0.346628,3.83153,0.541906,3
0.94773,-2.00692,4.31835,2
-0.172619,6.05418,3.24169,3
0.405168,2.33586,2.11615,3
0.75033,2.64922,1.41554,3
-2.58538,7.5808,9.27937,1
0.109481,3.7376,1.77881,3
-2.84796,8.14305,8.37884,1
0.940839,3.99263,-0.553674,3
-0.829837,7.96777,9.39941,1
-1.42482,6.24494,9.25747,1
-1.31614,8.11084,9.73677,1
-2.90432,7.74181,7.9722,1
0.663829,-1.55569,3.54892,2
0.760743,-2.19012,1.98373,2
-0.211872,4.15437,1.75194,3
-0.383427,2.16577,2.4562,3
0.457261,7.34888,7.60382,1
0.429403,8.3321,10.2611,1
0.802998,5.38439,-0.837527,3
-1.88436,8.49692,9.70577,1
-0.782331,7.54182,8.83905,1
1.85497,4.31175,3.14384,3
-0.177431,6.29959,8.4525,1
0.153531,-2.84936,2.99321,2
1.4647,3.46546,2.43643,3
1.03528,-0.567632,3.99292,2
0.294218,-0.497332,1.83272,2
0.824155,-2.32279,1.92963,2
4.03359,4.62933,2.4404,0
1.05896,5.32636,0.576216,3
-0.175528,4.45897,1.42326,3
0.297493,3.95016,1.31452,3
-0.383781,9.03147,9.62474,1
1.30475,-2.61268,3.99617,2
-1.95103,7.09001,8.94432,1
0.550961,-2.21447,3.79297,2
-0.275408,7.24848,8.35156,1
-0.538745,3.41012,1.37502,3
0.968629,-1.62943,2.94418,2
-0.427266,7.48058,8.9646,1
0.399862,-0.445952,2.52613,2
-3.66465,9.19278,9.53143,0
1.80584,4.09647,3.17327,3
-0.0434892,7.82683,9.29173,1
0.480379,-0.93458,2.92518,2
0.390581,-3.4046,3.4971,2
-0.896877,3.29753,1.8431,3
0.180084,2.90325,1.87092,3
1.74952,5.81586,3.36025,3
-0.149603,-0.531792,3.74826,2
0.726999,3.1449,2.10686,3
-1.99145,8.40994,8.56798,1
-0.924314,3.16621,0.293229,0
1.46376,-0.980148,3.62426,2
2.81765,-2.80079,3.35076,2
1.4982,-0.84634,3.31784,2
0.409572,4.06164,3.56966,3
0.632653,4.23584,3.23185,3
0.760183,-0.936234,2.70894,2
0.700226,-1.79814,2.75942,2
-2.30603,7.95096,10.1205,1
0.0386083,3.74048,2.94853,3
1.47536,-0.798575,2.87402,2
1.52019,3.1991,1.33155,3
0.790798,-3.07356,3.45258,2
0.411242,-0.54943,2.36195,2
0.791036,4.17766,1.80668,3
-2.84917,6.95855,8.81251,1
1.39963,-0.943827,3.95767,2
0.293745,-0.808601,3.63028,2
1.06973,2.68415,0.429841,3
0.292211,5.56611,0.0497109,3
0.674963,4.20668,2.24875,3
0.758253,4.76344,1.75698,3
2.73877,3.02155,2.32509,3
-1.57954,6.60862,10.1467,1
-1.20702,8.30243,9.20711,1
0.498001,-1.34057,1.07301,2
-2.69955,6.82258,8.33492,1
0.311375,6.29849,9.72838,1
0.128602,-0.561418,4.82797,2
0.801327,-1.90289,1.70263,2
1.83451,4.39812,0.569364,3
-3.12171,8.89394,8.38822,1
-1.42079,6.88251,11.2454,1
1.34859,-3.35695,2.92373,2
0.298912,-0.820986,4.40364,2
0.0949917,8.36682,10.4869,1
2.3503,-3.25749,2.78601,2
0.131498,7.62233,10.8814,1
1.36237,3.83877,2.17496,3
1.54291,2.54396,0.799298,3
1.08462,4.56546,1.14051,3
-1.89931,8.1851,7.35885,1
1.2393,-2.11402,2.3867,2
0.70178,5.67567,1.75916,3
1.19373,-2.29889,3.44284,2
0.953722,-1.97315,3.30026,2
0.641249,2.58682,0.593402,3
1.90586,3.24099,1.16886,3
1.10028,5.21418,2.60044,3
-1.428,5.94325,11.3688,0
0.430312,-0.960741,3.69655,2
0.411065,0.0415412,3.5349,2
0.402983,6.55697,9.69427,1
-1.50704,7.08334,9.50605,1
0.574045,2.77077,3.60151,3
0.953564,-3.14479,4.07756,2
1.98234,3.26667,0.25,3
2.14082,-2.14368,2.82415,2
0.379847,-1.74485,3.36585,2
2.18797,3.56152,3.15381,3
3.05303,-2.11733,3.21727,2
1.81579,5.54281,0.270464,3
0.90482,-2.43127,1.56939,2
-0.648277,7.9813,8.83398,1
0.87884,4.94266,3.11665,3
-1.46346,8.44888,7.97234,1
1.1212,4.65979,2.63014,3
-2.38773,8.0602,8.77092,1
-1.57468,7.27596,8.30977,1
1.36007,7.79655,9.98407,1
-2.33874,8.3297,7.88867,1
-0.840503,4.11577,2.14433,3
-2.72128,7.09452,9.93195,1
-0.109385,3.03527,1.28054,3
-0.877535,7.52964,9.68438,1
-0.929393,7.95977,8.2174,1
-1.16141,7.78153,8.48013,1
1.7248,0.0813955,3.7578,2
0.917644,5.56036,2.35201,3
-0.766067,3.23531,3.71062,3
1.96039,3.14458,1.61873,3
-3.30474,7.43667,9.09973,1
-0.027814,8.46537,11.5424,0
-0.780537,-2.11985,3.96852,2
0.880734,-2.32556,3.89546,2
0.250266,-1.35267,2.73558,2
1.11617,2.95706,0.85552,3
-2.33671,8.57411,8.88762,1
2.24866,3.50079,3.07757,3
0.315166,3.1236,2.25291,3
2.34052,5.40338,1.42753,3
0.394597,3.76595,0.499244,3
-1.27306,8.45031,10.37,1
0.910536,-2.1829,3.24757,2
2.70384,4.35384,2.08977,3
-0.360473,-3.03773,1.68383,2
0.268123,-0.401818,3.93857,2
-2.01872,-1.09524,2.18883,0
1.76623,4.50313,1.91527,3
-1.61954,6.76946,10.0311,1
-1.69433,7.58043,9.04028,1
1.17048,3.33629,3.12353,3
1.62133,3.00155,2.33012,3
-1.69933,7.85528,10.2088,1
1.24913,2.3466,1.60328,3
-0.669511,6.98307,8.70682,1
1.1986,4.09914,2.00882,3
1.04613,-0.515687,3.76303,2
-1.50703,7.08559,9.01211,1
1.19853,4.73897,2.00952,3
-0.0651451,6.73877,10.3149,1
4.0778,5.16254,0.900492,0
0.0619067,-1.94839,1.86158,2
1.39641,-1.5744,3.23664,2
2.42111,4.49665,1.6344,3
-1.39728,0.627553,2.23871,0
0.93927,-0.384959,3.7763,2
0.67788,-1.30717,2.2628,2
3.80928,-0.627334,2.37695,0
-0.360508,5.47517,8.99041,0
1.14135,4.90048,2.81605,3
0.135954,-0.952052,1.81425,2
-1.00027,7.82859,10.0173,1
0.282097,-3.57554,4.01104,2
1.86092,-3.89775,5.05007,0
0.0478019,-2.73627,3.83969,2
0.142853,7.39016,11.3821,1
2.64992,6.27918,0.878255,0
1.22465,5.62852,2.76231,3
1.01139,-2.1563,3.25738,2
0.554564,2.05276,0.369543,3
0.261067,7.29494,8.46531,1
2.1207,-0.704566,1.92504,2
0.293308,3.65066,2.48503,3
-1.96938,7.70473,9.7425,1
-0.903066,7.36263,9.03981,1
0.511325,-2.21632,4.52866,2
-1.16169,6.98241,9.51701,1
-3.2377,7.27798,8.88069,1
1.93664,-1.57199,2.69987,2
0.631058,-0.841723,3.86576,2
1.69049,6.58812,3.61937,3
0.745083,2.69354,3.48587,3
1.43307,-2.02699,4.12073,2
1.2116,3.44928,2.61204,3
2.46388,3.71553,0.655006,3
1.50562,-2.97082,3.59472,2
1.32031,3.19447,2.39733,3
3.0238,-0.643392,2.24908,2
0.61866,0.929925,2.94386,2
-0.848988,7.61915,11.0044,1
-1.41539,7.76069,10.6728,1
-1.58636,8.1677,10.0639,1
-0.318551,2.00273,4.70708,0
0.501093,-1.81586,1.18737,2
-1.09166,7.05083,11.0055,1
2.05418,4.28176,1.58922,3
-0.479598,9.3447,8.70064,1
-0.991876,8.97194,9.18274,1
-1.11715,7.45941,9.09741,1
2.14816,4.29285,1.72784,3
-0.811426,8.7221,7.75776,1
-0.0101336,-0.998242,4.1618,2
0.458959,4.35945,2.2449,3
2.09221,5.64324,0.287834,3
-0.0815345,7.35824,9.69666,1
-1.5495,8.68706,10.5859,1
1.64289,-3.28326,1.78111,2
-1.50444,6.38792,8.87022,1
1.10082,4.51034,1.15027,3
-1.16901,7.53576,6.35184,0
0.162672,-1.81277,1.99134,2
-2.27376,7.10739,8.96969,1
-1.61195,8.47752,9.3448,1
2.11014,-1.3067,3.28584,2
1.13693,3.4448,1.84885,3
1.86214,-2.28854,3.75536,2
-1.64933,9.31306,8.57485,1
-0.855298,8.05251,8.92521,1
0.923336,4.63679,1.40629,3
1.5984,-0.710921,1.99579,2
1.35343,4.23323,2.65943,3
0.106504,7.52761,9.06806,1
0.99103,3.91274,1.66685,3
1.09112,3.71797,2.35404,3
0.374536,8.97811,11.5265,0
0.240045,8.12589,8.99076,1
1.17169,5.79217,2.38011,3
0.576151,6.8808,9.4334,1
0.214799,-2.00046,1.81229,2
0.49685,4.61515,1.27925,3
-2.22751,8.08637,8.13606,1
-2.89288,8.27318,8.84314,1
1.01276,-1.21256,2.95421,2
1.44842,5.1237,2.96279,3
-0.676275,4.78113,7.43868,0
-2.38116,7.8812,10.2118,1
-0.0850905,4.97892,2.96916,3
0.849375,-0.191208,4.50084,2
-1.46365,7.12074,8.47553,1
-0.312013,4.31336,2.47293,3
-1.9817,9.51823,10.5386,1
-0.276295,-0.367744,3.50866,2
-0.0871956,-1.94563,3.62925,2
-2.08487,8.19699,7.34804,1
